Name, 3, USD
Date,Open,High,Low,Close,Adj Close,Volume
2016-04-04,152.339996,153.520004,151.910004,152.070007,142.458832,3931200
2016-04-05,151.429993,151.600006,149.649994,150.000000,140.519623,3337000
2016-04-06,149.899994,150.149994,147.809998,150.020004,140.538391,4152300
2016-04-07,149.070007,149.600006,148.000000,148.250000,138.880249,3663000
2016-04-08,149.059998,149.990005,148.119995,149.350006,139.910721,3293800
2016-04-11,150.259995,151.949997,149.220001,149.250000,139.817017,3846100
2016-04-12,149.610001,150.110001,148.580002,149.630005,140.173004,3507100
2016-04-13,150.750000,151.229996,149.630005,151.229996,141.671890,3168400
2016-04-14,151.500000,152.759995,150.380005,151.160004,141.606323,3158400
2016-04-15,151.039993,152.100006,150.960007,151.720001,142.130936,3657600
2016-04-18,151.720001,153.139999,151.490005,152.529999,142.889740,5737700
2016-04-19,146.470001,146.949997,142.610001,144.000000,134.898865,13190200
2016-04-20,144.240005,147.199997,144.000000,146.110001,136.875473,6754300
2016-04-21,146.580002,150.119995,146.460007,149.300003,139.863861,6017700
2016-04-22,149.440002,151.000000,147.500000,148.500000,139.114456,5191900
2016-04-25,148.160004,148.899994,147.110001,148.809998,139.404846,2848900
2016-04-26,148.649994,149.789993,147.899994,149.080002,139.657806,2979800
2016-04-27,149.350006,150.779999,148.970001,150.470001,140.959930,3111200
2016-04-28,149.750000,150.179993,146.729996,147.070007,137.774811,3791500
2016-04-29,146.490005,147.339996,144.190002,145.940002,136.716232,4225800
2016-05-02,146.559998,147.000000,144.429993,145.270004,136.088593,3502400
2016-05-03,144.649994,144.899994,142.899994,144.130005,135.020645,3584300
2016-05-04,143.360001,145.000000,143.309998,144.250000,135.133057,2577100
2016-05-05,145.949997,147.300003,145.449997,146.470001,137.212753,6501200
2016-05-06,144.860001,147.970001,144.470001,147.289993,139.312500,4895800
2016-05-09,147.699997,148.199997,147.009995,147.339996,139.359802,4302400
2016-05-10,148.240005,150.039993,147.740005,149.970001,141.847321,3982400
2016-05-11,149.710007,151.089996,148.740005,148.949997,140.882584,3093000
2016-05-12,149.210007,149.389999,147.110001,148.839996,140.778564,3249200
2016-05-13,148.789993,149.860001,147.419998,147.720001,139.719238,2398000
2016-05-16,147.649994,149.990005,147.440002,149.460007,141.364960,3069100
2016-05-17,149.210007,149.500000,147.289993,148.000000,139.984039,3490600
2016-05-18,147.990005,148.520004,146.360001,147.339996,139.359802,2491100
2016-05-19,146.479996,146.929993,143.960007,144.929993,137.080307,3685600
2016-05-20,145.710007,147.509995,145.550003,147.250000,139.274673,3671500
2016-05-23,147.610001,147.949997,146.660004,146.770004,138.820679,2086600
2016-05-24,146.880005,148.750000,146.880005,148.309998,140.277252,2929300
2016-05-25,148.929993,152.089996,148.500000,151.690002,143.474197,4355300
2016-05-26,151.550003,152.509995,151.050003,152.440002,144.183578,3023100
2016-05-27,152.350006,152.929993,152.149994,152.839996,144.561890,2457100
2016-05-31,152.559998,153.809998,152.270004,153.740005,145.413177,5836600
2016-06-01,153.000000,153.270004,151.539993,152.509995,144.249771,2663400
2016-06-02,152.589996,153.500000,152.119995,153.500000,145.186142,2635600
2016-06-03,152.399994,153.039993,151.699997,152.889999,144.609207,2328300
2016-06-06,153.089996,153.949997,152.339996,152.729996,144.457840,2378700
2016-06-07,153.309998,153.929993,152.660004,153.330002,145.025391,4465000
2016-06-08,153.529999,154.089996,153.039993,154.000000,145.659088,2935000
2016-06-09,152.919998,153.759995,152.729996,153.419998,145.110474,2021800
2016-06-10,152.789993,153.330002,151.860001,152.369995,144.117355,3120600
2016-06-13,151.630005,152.500000,150.279999,151.279999,143.086395,3610400
2016-06-14,151.279999,151.789993,150.399994,151.059998,142.878326,2865800
2016-06-15,151.460007,151.789993,150.600006,150.679993,142.518890,2260400
2016-06-16,150.190002,151.289993,149.000000,151.059998,142.878326,2449100
2016-06-17,150.960007,152.720001,150.600006,151.990005,143.757950,4663900
2016-06-20,152.600006,154.669998,152.520004,153.610001,145.290207,3572100
2016-06-21,154.160004,154.570007,153.690002,154.050003,145.706390,2760300
2016-06-22,153.750000,154.710007,152.270004,152.919998,144.637573,2833700
2016-06-23,153.449997,155.479996,152.600006,155.350006,146.935959,3969400
2016-06-24,149.970001,150.610001,146.179993,146.589996,138.650421,9082800
2016-06-27,146.179993,146.600006,142.500000,143.500000,135.727768,5017900
2016-06-28,144.779999,145.729996,144.220001,145.699997,137.808609,3997700
2016-06-29,146.500000,148.479996,146.449997,148.460007,140.419144,3367700
2016-06-30,148.860001,151.910004,148.669998,151.779999,143.559326,3967100
2016-07-01,151.779999,152.970001,151.399994,152.350006,144.098450,2658300
2016-07-05,151.190002,152.000000,150.759995,151.679993,143.464722,2465200
2016-07-06,151.850006,152.410004,149.919998,152.369995,144.117355,2569400
2016-07-07,152.750000,153.690002,151.889999,152.600006,144.334915,2133000
2016-07-08,154.000000,154.600006,153.080002,154.460007,146.094177,3040600
2016-07-11,154.600006,156.039993,154.500000,155.330002,146.917053,2833700
2016-07-12,156.000000,157.119995,155.520004,157.039993,148.534424,3843800
2016-07-13,157.750000,158.339996,157.059998,158.020004,149.461365,2746400
2016-07-14,158.809998,161.399994,158.580002,160.279999,151.598953,4637600
2016-07-15,159.899994,159.979996,158.500000,159.779999,151.126007,4476800
2016-07-18,159.300003,160.750000,158.729996,159.860001,151.201675,6729700
2016-07-19,161.779999,162.139999,157.889999,159.580002,150.936859,7120000
2016-07-20,159.970001,161.710007,159.600006,161.360001,152.620468,4376300
2016-07-21,160.750000,161.850006,159.889999,160.449997,151.759705,3518900
2016-07-22,160.779999,162.169998,160.479996,162.070007,153.292007,2520100
2016-07-25,162.000000,162.880005,161.750000,162.649994,153.840561,2804600
2016-07-26,162.649994,163.600006,161.369995,162.119995,153.339279,2894600
2016-07-27,162.119995,162.570007,161.179993,161.830002,153.064972,2151700
2016-07-28,161.380005,161.809998,160.710007,161.369995,152.629898,2340400
2016-07-29,161.360001,161.669998,160.029999,160.619995,151.920517,3547500
2016-08-01,160.649994,161.649994,159.839996,161.449997,152.705566,2823600
2016-08-02,161.270004,161.449997,160.360001,160.580002,151.882706,3080900
2016-08-03,160.130005,160.860001,159.800003,160.669998,151.967819,2861700
2016-08-04,160.860001,161.699997,160.119995,161.550003,152.800171,2242300
2016-08-05,162.000000,163.509995,161.570007,163.500000,154.644562,3812400
2016-08-08,162.729996,163.270004,161.580002,162.039993,154.587280,3039300
2016-08-09,162.220001,162.770004,161.649994,161.770004,154.329727,2737500
2016-08-10,162.190002,162.660004,161.960007,162.080002,154.625473,2466700
2016-08-11,162.250000,164.949997,162.179993,163.529999,156.008774,8658300
2016-08-12,163.190002,163.460007,161.520004,161.949997,154.501434,2543100
2016-08-15,162.399994,162.970001,161.779999,161.880005,154.434647,2970400
2016-08-16,161.110001,161.929993,160.690002,160.699997,153.308945,2210200
2016-08-17,160.970001,161.160004,159.839996,160.440002,153.060883,3225900
2016-08-18,160.889999,162.000000,160.440002,161.360001,153.938568,3652000
2016-08-19,160.839996,160.910004,159.520004,160.039993,152.679276,2815200
2016-08-22,160.000000,160.570007,159.130005,160.000000,152.641129,2039300
2016-08-23,160.330002,161.339996,160.229996,160.259995,152.889160,2838100
2016-08-24,159.889999,160.179993,158.320007,159.050003,151.734833,3645800
2016-08-25,159.000000,159.539993,158.419998,158.630005,151.334137,2575000
2016-08-26,158.880005,160.440002,157.850006,158.320007,151.038406,2498900
2016-08-29,158.830002,160.210007,158.500000,159.720001,152.374008,2443200
2016-08-30,159.759995,160.149994,158.809998,159.399994,152.068710,1813300
2016-08-31,159.660004,159.660004,158.259995,158.880005,151.572632,2323600
2016-09-01,158.320007,159.619995,158.100006,159.539993,152.202271,2358400
2016-09-02,159.880005,160.570007,159.149994,159.550003,152.211823,2315400
2016-09-06,159.880005,160.860001,159.110001,160.350006,152.975021,2994100
2016-09-07,160.190002,161.759995,160.000000,161.639999,154.205704,2867300
2016-09-08,160.550003,161.210007,158.759995,159.000000,151.687119,3919300
2016-09-09,158.029999,158.399994,155.649994,155.690002,148.529358,5186000
2016-09-12,155.259995,158.529999,154.839996,158.289993,151.009781,4367500
2016-09-13,157.630005,157.929993,155.500000,155.809998,148.643814,3636700
2016-09-14,155.699997,155.869995,153.389999,154.050003,146.964767,3860600
2016-09-15,154.300003,156.330002,153.210007,155.660004,148.500732,3645600
2016-09-16,155.039993,155.399994,153.470001,153.839996,146.764450,6463600
2016-09-19,154.869995,156.190002,154.550003,154.869995,147.747055,2442800
2016-09-20,155.869995,156.570007,154.449997,154.449997,147.346375,2159100
2016-09-21,154.910004,155.679993,153.869995,155.529999,148.376709,2473900
2016-09-22,156.149994,157.220001,155.690002,156.110001,148.930038,2691100
2016-09-23,155.619995,156.039993,154.710007,154.979996,147.852005,2702200
2016-09-26,154.460007,154.460007,153.460007,153.979996,146.897995,2533300
2016-09-27,154.320007,156.770004,153.809998,156.770004,149.559677,2987200
2016-09-28,156.990005,158.630005,156.229996,158.289993,151.009781,3310000
2016-09-29,158.630005,165.000000,157.460007,158.110001,150.838058,3374800
2016-09-30,158.899994,159.839996,158.059998,158.850006,151.544022,3596900
2016-10-03,158.059998,158.369995,157.020004,157.610001,150.361038,2227800
2016-10-04,157.669998,158.529999,155.820007,156.460007,149.263947,2884100
2016-10-05,157.070007,157.830002,156.720001,157.080002,149.855423,1684500
2016-10-06,156.839996,157.429993,155.889999,156.880005,149.664612,1950100
2016-10-07,157.139999,157.699997,154.860001,155.669998,148.510269,2671900
2016-10-10,156.710007,158.490005,156.660004,157.020004,149.798187,2449800
2016-10-11,156.729996,156.949997,153.889999,154.789993,147.670746,2901300
2016-10-12,154.970001,154.970001,153.080002,154.289993,147.193726,2964000
2016-10-13,153.699997,154.220001,152.270004,153.720001,146.649963,2909900
2016-10-14,154.470001,155.529999,154.089996,154.449997,147.346375,4358200
2016-10-17,154.449997,155.889999,154.339996,154.770004,147.651657,5890400
2016-10-18,150.020004,151.000000,147.789993,150.720001,143.787933,12705700
2016-10-19,151.270004,152.449997,150.830002,151.259995,144.303116,4632900
2016-10-20,151.279999,152.899994,151.020004,151.520004,144.551132,4023100
2016-10-21,150.580002,151.149994,149.559998,149.630005,142.748062,4414200
2016-10-24,150.399994,151.520004,150.399994,150.570007,143.644836,2666700
2016-10-25,150.570007,151.160004,149.830002,150.880005,143.940567,2647500
2016-10-26,150.710007,152.940002,150.259995,151.809998,144.827805,2811700
2016-10-27,152.820007,154.059998,152.020004,153.350006,146.296997,4229300
2016-10-28,154.050003,154.440002,152.179993,152.610001,145.591003,3654500
2016-10-31,152.759995,154.330002,152.759995,153.690002,146.621353,3553200
2016-11-01,153.500000,153.910004,151.740005,152.789993,145.762726,3191900
2016-11-02,152.479996,153.350006,151.669998,151.949997,144.961365,3074400
2016-11-03,152.509995,153.740005,151.800003,152.369995,145.362045,2878800
2016-11-04,152.399994,153.639999,151.869995,152.429993,145.419266,2470400
2016-11-07,153.990005,156.110001,153.839996,155.720001,148.557968,3804900
2016-11-08,154.559998,155.929993,153.059998,155.169998,149.376236,3915000
2016-11-09,152.960007,155.559998,151.000000,154.809998,149.029663,5403700
2016-11-10,157.660004,161.160004,157.589996,160.220001,154.237671,7715800
2016-11-11,159.970001,161.339996,159.330002,161.270004,155.248459,4446600
2016-11-14,161.250000,161.860001,157.580002,158.210007,152.302719,5180400
2016-11-15,158.419998,159.149994,157.550003,158.669998,152.745560,3477000
2016-11-16,158.460007,159.550003,158.029999,159.289993,153.342392,2244100
2016-11-17,159.220001,159.929993,158.850006,159.800003,153.833359,2261200
2016-11-18,159.800003,160.720001,159.210007,160.389999,154.401321,2981600
2016-11-21,160.690002,163.000000,160.369995,162.770004,156.692459,4637100
2016-11-22,163.000000,163.000000,161.949997,162.669998,156.596191,2770800
2016-11-23,161.940002,162.380005,161.360001,161.979996,155.931946,2252700
2016-11-25,161.830002,163.190002,161.830002,163.139999,157.048645,1605300
2016-11-28,163.199997,164.660004,162.699997,164.520004,158.377121,4449400
2016-11-29,164.000000,164.410004,163.029999,163.529999,157.424088,3148200
2016-11-30,163.350006,163.800003,162.210007,162.220001,156.163010,4397800
2016-12-01,161.949997,162.199997,158.300003,159.820007,153.852615,4635700
2016-12-02,159.000000,160.289993,158.410004,160.020004,154.045151,2740900
2016-12-05,160.850006,161.149994,159.589996,159.839996,153.871857,3447100
2016-12-06,160.130005,160.789993,158.929993,160.350006,154.362823,2859000
2016-12-07,160.600006,165.179993,160.389999,164.789993,158.637024,4435100
2016-12-08,164.869995,166.000000,164.220001,165.360001,159.185760,3266400
2016-12-09,165.179993,166.720001,164.600006,166.520004,160.302444,3146900
2016-12-12,166.720001,166.789993,165.070007,165.500000,159.320541,3392300
2016-12-13,165.679993,169.949997,165.679993,168.289993,162.006348,5932300
2016-12-14,168.369995,169.889999,167.449997,168.509995,162.218140,4124200
2016-12-15,168.009995,169.850006,167.779999,168.020004,161.746445,3388600
2016-12-16,168.970001,169.110001,166.059998,166.729996,160.504593,6679200
2016-12-19,166.830002,167.259995,166.000000,166.679993,160.456467,2955900
2016-12-20,167.490005,168.250000,166.449997,167.600006,161.342133,2174600
2016-12-21,166.250000,167.940002,165.250000,167.330002,161.082199,3575700
2016-12-22,167.360001,168.229996,166.580002,167.059998,160.822266,2802600
2016-12-23,167.000000,167.490005,166.449997,166.710007,160.485352,1699200
2016-12-27,166.979996,167.979996,166.850006,167.139999,160.899277,1397500
2016-12-28,167.289993,167.740005,166.000000,166.190002,159.984772,1757500
2016-12-29,166.020004,166.990005,166.000000,166.600006,160.379471,1594000
2016-12-30,166.440002,166.699997,165.500000,165.990005,159.792236,2952800
2017-01-03,167.000000,167.869995,166.009995,167.190002,160.947433,2934300
2017-01-04,167.770004,169.869995,167.360001,169.259995,162.940125,3381400
2017-01-05,169.250000,169.389999,167.259995,168.699997,162.401047,2682300
2017-01-06,168.690002,169.919998,167.520004,169.529999,163.200043,2945500
2017-01-09,169.470001,169.800003,167.619995,167.649994,161.390244,3184700
2017-01-10,167.979996,168.089996,165.339996,165.520004,159.339783,4118700
2017-01-11,166.050003,167.759995,165.600006,167.750000,161.486526,3599500
2017-01-12,167.770004,168.009995,165.559998,167.949997,161.679047,2927500
2017-01-13,167.970001,168.479996,166.880005,167.339996,161.091812,2875400
2017-01-17,166.690002,168.179993,166.119995,167.889999,161.621277,3302900
2017-01-18,167.449997,168.589996,166.690002,166.800003,160.571991,4007800
2017-01-19,166.960007,167.449997,165.800003,166.809998,160.581635,6963400
2017-01-20,167.809998,170.639999,166.000000,170.550003,164.181976,12690000
2017-01-23,170.080002,171.250000,170.009995,171.029999,164.644043,5478200
2017-01-24,171.360001,176.000000,171.160004,175.899994,169.332199,6952400
2017-01-25,176.259995,179.250000,176.130005,178.289993,171.632965,5922500
2017-01-26,178.059998,178.880005,177.509995,178.660004,171.989151,3063900
2017-01-27,178.470001,179.199997,177.300003,177.300003,170.679947,3482300
2017-01-30,176.979996,177.070007,174.580002,175.800003,169.235931,4094800
2017-01-31,175.050003,175.580002,173.610001,174.520004,168.003754,4139000
2017-02-01,175.000000,175.699997,172.889999,174.289993,167.782318,2795700
2017-02-02,174.229996,174.970001,173.550003,174.580002,168.061508,2620500
2017-02-03,175.000000,176.339996,174.889999,175.820007,169.255219,3309300
2017-02-06,175.309998,175.979996,174.380005,175.860001,169.293716,2650800
2017-02-07,176.000000,178.619995,175.899994,178.460007,171.796616,3873500
2017-02-08,177.500000,177.500000,175.880005,176.169998,170.933075,2913100
2017-02-09,176.169998,177.800003,175.910004,177.210007,171.942184,3090700
2017-02-10,177.369995,178.869995,176.759995,178.679993,173.368454,2930700
2017-02-13,179.240005,179.899994,178.839996,179.360001,174.028259,3093400
2017-02-14,178.570007,180.130005,178.350006,180.130005,174.775375,2567900
2017-02-15,180.199997,181.919998,179.809998,181.679993,176.279282,2914300
2017-02-16,181.449997,182.789993,180.869995,181.429993,176.036728,3251500
2017-02-17,181.250000,181.570007,180.000000,180.669998,175.299316,3552500
2017-02-21,180.600006,180.789993,179.119995,180.259995,174.901489,4480300
2017-02-22,180.089996,181.339996,180.089996,181.149994,175.765045,3020500
2017-02-23,182.000000,182.500000,180.919998,181.649994,176.250183,2282500
2017-02-24,180.210007,181.490005,179.889999,181.350006,175.959091,3300100
2017-02-27,181.190002,181.250000,179.279999,179.399994,174.067078,3691300
2017-02-28,179.380005,180.630005,179.350006,179.820007,174.474594,3273400
2017-03-01,180.479996,182.550003,180.029999,181.949997,176.541260,3005600
2017-03-02,181.880005,181.880005,180.429993,180.529999,175.163483,2918200
2017-03-03,180.529999,181.320007,179.759995,180.050003,174.697739,1822000
2017-03-06,179.720001,180.990005,179.570007,180.470001,175.105255,3204400
2017-03-07,180.710007,181.289993,180.199997,180.380005,175.017944,2980500
2017-03-08,180.750000,180.949997,179.300003,179.449997,174.115585,3557400
2017-03-09,179.149994,179.250000,175.880005,177.179993,171.913055,5444100
2017-03-10,178.210007,179.490005,177.419998,177.830002,172.543747,3100300
2017-03-13,177.850006,178.059998,176.419998,176.460007,171.214478,3482200
2017-03-14,176.179993,176.820007,175.210007,175.720001,170.496475,3147500
2017-03-15,175.710007,176.279999,174.750000,175.809998,170.583801,3815500
2017-03-16,178.460007,179.000000,176.820007,177.240005,171.971283,4311800
2017-03-17,176.289993,176.789993,175.649994,175.649994,170.428528,5921000
2017-03-20,175.649994,176.179993,175.139999,175.699997,170.477051,2476100
2017-03-21,176.009995,176.229996,173.839996,173.880005,168.711151,3927700
2017-03-22,174.039993,175.059998,172.800003,174.779999,169.584396,3450500
2017-03-23,174.429993,175.669998,173.559998,174.820007,169.623215,3740000
2017-03-24,175.119995,175.500000,173.389999,173.830002,168.662643,3221700
2017-03-27,172.690002,174.160004,172.089996,173.770004,168.604431,3259000
2017-03-28,173.940002,175.000000,173.000000,174.509995,169.322433,3523900
2017-03-29,174.300003,174.490005,173.460007,173.940002,168.769363,3085600
2017-03-30,173.860001,174.589996,173.690002,173.860001,168.691757,3168300
2017-03-31,173.979996,174.949997,173.690002,174.139999,168.963440,2913700
2017-04-03,173.820007,174.869995,173.380005,174.500000,169.312714,4286500
2017-04-04,173.520004,174.960007,173.259995,174.520004,169.332138,3108900
2017-04-05,174.699997,176.330002,172.809998,172.880005,167.740891,6238900
2017-04-06,173.470001,173.470001,172.250000,172.449997,167.323669,3435400
2017-04-07,172.080002,172.929993,171.279999,172.139999,167.022888,3588300
2017-04-10,172.529999,172.559998,171.000000,171.199997,166.110840,3789900
2017-04-11,170.649994,171.229996,168.979996,170.580002,165.509262,4891900
2017-04-12,171.039993,171.199997,170.020004,170.660004,165.586884,3276900
2017-04-13,169.919998,171.360001,169.529999,169.529999,164.490463,3205500
2017-04-17,169.750000,171.300003,169.619995,171.100006,166.013809,3720200
2017-04-18,170.789993,171.690002,169.830002,170.050003,164.995026,6345500
2017-04-19,161.759995,162.639999,159.600006,161.690002,156.883530,19284300
2017-04-20,161.320007,162.399994,160.500000,162.300003,157.475388,6486800
2017-04-21,162.050003,162.110001,160.380005,160.380005,155.612488,5607800
2017-04-24,161.289993,161.570007,160.419998,160.750000,155.971466,5320600
2017-04-25,161.779999,162.039993,160.380005,160.389999,155.622162,4860400
2017-04-26,160.529999,161.100006,159.889999,160.059998,155.301971,4327800
2017-04-27,160.289993,160.479996,159.630005,160.320007,155.554260,4122600
2017-04-28,160.500000,160.589996,159.699997,160.289993,155.525146,4154100
2017-05-01,160.050003,160.419998,158.699997,158.839996,154.118240,4935300
2017-05-02,159.440002,159.490005,158.639999,159.100006,154.370514,3208200
2017-05-03,158.740005,159.449997,158.520004,158.630005,153.914490,3993300
2017-05-04,158.889999,159.139999,158.360001,159.050003,154.322006,4280600
2017-05-05,153.520004,155.779999,153.000000,155.050003,150.440903,12521300
2017-05-08,152.800003,153.470001,152.199997,153.029999,149.931442,7492000
2017-05-09,152.600006,153.100006,151.559998,152.110001,149.030060,6853000
2017-05-10,151.649994,152.369995,151.130005,151.250000,148.187469,4999900
2017-05-11,151.050003,151.149994,149.789993,150.649994,147.599625,5627900
2017-05-12,150.300003,151.259995,150.000000,150.369995,147.325287,3715300
2017-05-15,150.619995,151.830002,150.449997,151.509995,148.442200,4245500
2017-05-16,151.660004,153.990005,151.660004,153.679993,150.568268,5513700
2017-05-17,153.300003,154.139999,150.889999,150.929993,147.873962,5191500
2017-05-18,150.860001,151.330002,150.110001,150.779999,147.726990,3274200
2017-05-19,151.009995,152.460007,150.889999,151.979996,148.902695,5643000
2017-05-22,152.100006,152.839996,151.600006,152.639999,149.549332,3302100
2017-05-23,152.570007,153.679993,151.919998,152.029999,148.951691,2564500
2017-05-24,152.210007,152.759995,151.229996,152.509995,149.421967,3732400
2017-05-25,153.250000,153.729996,152.949997,153.199997,150.097992,2582700
2017-05-26,152.850006,153.000000,152.059998,152.490005,149.402390,2443300
2017-05-30,151.949997,152.669998,151.589996,151.729996,148.657761,3666000
2017-05-31,152.029999,152.800003,151.649994,152.630005,149.539551,3543400
2017-06-01,152.800003,152.869995,151.630005,152.669998,149.578720,2918100
2017-06-02,153.070007,153.199997,151.800003,152.050003,148.971283,3585700
2017-06-05,151.820007,152.929993,151.679993,152.410004,149.324005,3975100
2017-06-06,152.000000,152.889999,152.000000,152.369995,149.284805,3797200
2017-06-07,153.050003,154.199997,150.800003,150.979996,147.922943,4865700
2017-06-08,151.000000,152.820007,150.919998,152.100006,149.020279,3709000
2017-06-09,152.000000,154.259995,151.880005,154.100006,150.979782,4361500
2017-06-12,154.190002,157.199997,154.020004,155.179993,152.037903,6471500
2017-06-13,155.440002,155.479996,154.149994,154.250000,151.126740,3523500
2017-06-14,153.970001,154.940002,152.940002,153.809998,150.695633,3049100
2017-06-15,153.289993,154.690002,153.289993,154.220001,151.097336,4654300
2017-06-16,154.229996,155.419998,152.970001,155.380005,152.233871,6742000
2017-06-19,155.509995,155.860001,154.539993,154.839996,151.704788,4629500
2017-06-20,154.479996,155.389999,154.250000,154.949997,151.812561,4481700
2017-06-21,155.789993,155.789993,153.389999,153.789993,150.676041,3959700
2017-06-22,154.550003,154.990005,153.690002,154.399994,151.273697,2376500
2017-06-23,154.339996,154.679993,153.800003,154.110001,150.989578,3282200
2017-06-26,154.710007,155.750000,154.630005,155.229996,152.086884,2153500
2017-06-27,155.000000,155.339996,154.500000,154.750000,151.616608,2386500
2017-06-28,155.149994,155.550003,154.779999,155.320007,152.175079,2221000
2017-06-29,155.350006,155.740005,153.619995,154.130005,151.009171,3262200
2017-06-30,154.279999,154.500000,153.139999,153.830002,150.715256,3571500
2017-07-03,153.580002,156.029999,153.520004,155.580002,152.429810,2822500
2017-07-05,155.770004,155.889999,153.630005,153.669998,150.558472,3564400
2017-07-06,153.360001,153.830002,152.229996,152.360001,149.275009,2757500
2017-07-07,152.619995,153.490005,152.139999,152.940002,149.843262,2460100
2017-07-10,152.910004,153.889999,152.630005,153.419998,150.313553,3206200
2017-07-11,153.259995,153.649994,152.050003,153.190002,150.088196,3447500
2017-07-12,153.479996,154.240005,153.050003,153.699997,150.587875,3097900
2017-07-13,153.699997,154.190002,153.190002,153.630005,150.519302,2476100
2017-07-14,154.009995,154.619995,153.399994,154.240005,151.116943,3256400
2017-07-17,153.589996,153.880005,152.240005,153.009995,149.911835,4762600
